book_per_share,cash_per_share,cluster_id,current_ratio,debt_to_equity,div_payout_ratio,marketcap,operating_margin,pb,pe_forward,peg,profit_margin,ps_t12m,roa,roe,ticker
6.018,2.589,1,1.173,65.611,0.1765,103034290176,0.19174999,6.018,6.2345676,-0.36,0.10586,0.4176586,0.10298,0.32751998,BP
18.409,20.203,1,2.454,52.367,0.097600006,2170933760,0.096190006,18.409,15.075187,1.81,0.003,1.0375547,0.0475,0.07112,EE
1.688,4.74,1,1.51,195.835,0.5,2564834048,0.21621999,1.688,81.166664,0.91,0.04745,0.77022046,0.046680003,0.11861,TAC
4.063,0.42,1,2.582,73.049,0,45792280,0.027709998,4.063,10.113636,0,0.00733,0.5235019,0.0197,0.01564,RFIL
17.396,12.355,1,0,0,0.32479998,378635296,0.37101,17.396,7.164,0.95,0.2927,1.8985018,0.01179,0.16143999,IBCP
75.699,18.381,1,3.738,34.257,0.079,38037676032,0.22867,75.699,12.963185,-1.21,0.16734,0.9574245,0.18653,0.39277,NUE
33.606,2.156,1,2.205,43.942,0.3074,6858455552,0.07326,33.606,26.56744,1.47,0.06121,2.6468282,0.030030001,0.078049995,WWD
75.156,65.586,1,2.107,0.502,0,21948168,-0.44276002,75.156,37.714287,0,-0.73814005,0.09457319,-0.05965,-0.23802,MOGU
6.714,5.978,1,1.215,175.565,0.303,2785713920,0.10029,6.714,12.828703,-0.24,0.05218,0.25772172,0.15842,0.83102,CVI
37.743,1.404,1,1.054,363.753,0.20899999,3620298240,0.2041,37.743,8.581364,1.02,0.11643,1.2437469,0.06755,0.32296002,HRI
26.799,3.965,1,1.343,49.017,0.0304,3485380608,0.59853,26.799,4.5117006,0.07,0.43159,1.1922042,0.19415002,0.47213,SM
29.773,10.975,1,12.231,7.25,0.4087,10440074240,0.45433998,29.773,31.96655,2.77,0.3523,14.196226,0.1252,0.24156,MKTX
61.65,10.258,1,1.224,67.186,0.9743,90657193984,0.46675,61.65,4.8432055,-0.25,0.28484,0.14194396,0.18846,0.43435,PBR
44.798,3.153,1,7.038,49.178,0.066199996,4188078336,0.16006,44.798,9.180832,-0.67,0.11727,0.6079105,0.108509995,0.23658001,KBH
42.667,6.8,1,3.099,49.292,0.3109,15852149760,0.24235001,42.667,23.228128,2.07,0.17908001,4.838578,0.09312,0.19143999,IEX
29.168,0.673,1,3.413,106.07,0.3563,152670288,0.07103,29.168,5.88102,0.93,0.022769999,0.27316454,0.040549997,0.06079,RCKY
6.9,0.131,1,1.32,93.376,0.8131,5279202304,0.0718,6.9,19.317831,16.53,0.04354,1.0764254,0.0646,0.14619,FLO
20.13,1.749,1,3.114,26.327,0.13350001,4584841728,0.21584,20.13,15.371981,4.96,0.19046,1.4016635,0.17904,0.31691998,LPX
9.523,0.654,1,8.82,8.137,0.45830002,2887236096,0.56179,9.523,57.888885,0,-0.43330002,12.735539,0.032479998,0.04646,OR
9.587,0.172,1,0.827,128.877,0,757732736,0.07972,9.587,12.574586,-0.35,-0.02142,2.191854,0.02081,-0.030439999,IIIV
29.202,12.304,1,3.15,43.402,0.076799996,4038250752,0.12832,29.202,18.173986,2.32,0.10347,2.15603,0.07821,0.19705,AEIS
192.418,184.136,1,5.242,0.462,0.2626,3843375616,0.18127,192.418,12.272,177.31,0.27708,0.54880553,0.02723,0.07935,ATHM
11.9,3.297,1,1.835,20.964,0.7296,10681381888,0.17624001,11.9,19.189188,2.54,0.06487,2.8540003,0.12177,0.13492,AOS
28.962,1.085,1,2.579,76.234,0,7143072768,0.07186,28.962,34.746166,-48.63,0.05155,1.7652036,0.06937,0.17368999,SITE
16.895,0.446,1,3.217,82.956,0.9492,1731781120,0.62558997,16.895,28.447155,0,0.50433,10.229853,0.042480003,0.108,GTY
22.313,1.164,1,3.136,17.093,0.9211,610410560,0.26174,22.313,4.951724,0.11,0.24141,1.2329086,0.07008,0.12779,GNK
40.571,4.598,1,1.678,25.055,0,1487716736,0.07953,40.571,20.04585,1.48,0.051459998,1.5241672,0.05059,0.08137,ADUS
4.223,0.52,1,0.598,26.004,0,51551616,-0.019960001,4.223,61.750004,-2.83,-0.05415,0.64559764,-0.00737,-0.04614,GAIA
7.017,0.404,1,2.47,0.014,0.4348,4832706560,0.21639,7.017,24.0,-1.82,0.10583,5.4410114,0.03285,0.03425,AGI
9.329,2.083,1,2.135,106.193,0.24069999,29393514496,0.15994,9.329,9.000001,0.32,0.09036,1.3551644,0.0949,0.25662002,HAL
16.652,10.002,1,0,0,0.0799,265411296,0.32898,16.652,7.879166,0,0.25585,1.6430677,0.018919999,0.18957001,CBNK
39.008,15.765,1,0,0,0.2776,1653618688,0.36856997,39.008,9.892617,0.97,0.28069,2.5988688,0.0104,0.08259,RNST
0.87,0.778,1,8.974,1.242,0,187560032,-8.62757,0.87,-7.777777,0,0,42.256973,-0.23211999,-0.39407003,IMMP
0.506,0.999,1,3.359,27.222,0,229555072,-1.52202,0.506,-1.8888888,-2.46,-1.6038901,3.2252657,-0.19128999,-0.92425,ADAP
29.075,3.843,1,1.951,24.244,0,1497242752,0.082399994,29.075,11.366599,2.44,0.057719998,0.7241039,0.08252,0.16543,PLUS
7.398,0.466,1,1.574,121.355,0,13468404736,0.14622,7.398,13.571429,3.73,0.08412,1.8343577,0.04928,0.13207,AVTR
32.912,2.001,1,0.78,51.708,0.1174,6072212480,0.48509,32.912,6.2640905,-0.94,0.32831,1.569727,0.11314999,0.29862,MUR
17.159,4.19,1,1.512,51.505,0,13048834048,0.15422,17.159,18.03767,2.03,0.13013,3.6266909,0.04566,0.11374,TRMB
21.566,20.332,1,0,0,0.1611,407985888,0.32536,21.566,10.53304,0,0.25845,1.9817743,0.01321,0.14094,SPFI
-42.931,3.646,1,0.678,160.736,0,59481564,-1.11219,-42.931,-9.133333,0,-1.03723,0.12599757,-0.053639997,-0.32314998,CCM
7.862,4.033,1,4.999,7.316,0,6216410112,0.08839,7.862,20.308512,1.1,0.0924,3.7361155,0.03171,0.06341,EXEL
18.974,4.093,1,2.899,84.336,0,1034532992,0.0130900005,18.974,11.941859,7.05,-0.0734,2.8841658,0.00389,-0.076799996,ANIP
26.128,1.398,1,1.841,103.338,0,7951798272,0.09833,26.128,28.458065,8.3,0.00489,1.7690319,0.02612,0.00471,CTLT
12.52,2.588,1,2.08,140.891,0.88,4153094400,0.084300004,12.52,17.333334,3.7,0.054169998,0.82435375,0.050029997,0.16354999,LEG
27.058,9.943,1,0,0,0.313,983900160,0.48151,27.058,6.920502,0.76,0.34155998,2.2595696,0.011619999,0.09553,OCFC
0.999,1.527,1,1.474,121.397,0,105135360,-0.23993,0.999,33.391304,-37.6,-0.26705998,6.4830337,-0.0754,-0.36727002,QUIK
58.095,76.243,1,0,0,0,2558635520,0.36911,58.095,13.740359,1.77,0.27665,2.1353889,0.011109999,0.10745,TCBI
27.089,11.105,1,0,0,0.2941,1407797120,0.48084,27.089,13.717142,1.29,0.3483,4.296951,0.01481,0.14708,SYBT
27.735,8.257,1,0,0,0.1831,311707744,0.50554,27.735,5.182927,0.67,0.38331002,2.1480048,0.0146,0.15892,SMMF
4.746,2.831,1,1.032,161.637,0,1696724992,0.22707,4.746,8.791666,0.38,0.11574,1.1292137,0.054,0.23304,CAAP
36.538,3.499,1,0,0,0.378,680503232,0.46658,36.538,9.320197,1.83,0.36706,3.0687027,0.014839999,0.12425,CTBI
16.292,3.806,1,0.895,162.186,0.51060003,30227576832,0.123900004,16.292,15.197674,1.72,0.087069996,1.7452412,0.04593,0.20754999,CCEP
135.018,125.639,1,1.361,24.114,0.348,63335198720,0.02086,135.018,11.618075,30.07,0.01871,0.060345847,0.02574,0.07326,JD
2.838384,2.58,1,2.217,184.212,0.7737,9751845888,0.49626,2.838384,19.653769,1.82,0.31111,0.3282599,0.14457,0.42689,PAC
35.171,259.431,1,0,0,0.08229999,21198759936,0.24048,35.171,4.2186236,0.19,0.21458,0.8073873,0.00434,0.08096,DB
30.965,9.807,1,0,0,0.35689998,326202848,0.42266,30.965,11.370371,2.65,0.32053003,3.023084,0.0107700005,0.10416,AMNB
13.755,5.713,1,7.745,18.799,0.3077,13753096192,0.1321,13.755,26.247932,1.02,0.07789,6.376207,0.02214,0.03098,CCJ
35.735,0.871,1,2.096,80.288,0.3531,49972293632,0.20176001,35.735,34.433075,3.17,0.15062,5.8066916,0.13047,0.37425998,CTAS
62.048,1.373,1,2.164,66.107,0,2348090368,0.11755,62.048,9.623646,1.42,0.069120005,1.1328835,0.05308,0.10175,HELE
-0.035,0.555,1,0.867,0,0,711818304,-0.01713,-0.035,14.885906,2.69,-0.03372,0.7123162,-0.02807,-2.5467901,BLBD
0.554,0.081,1,1.111,43.409,0,31927038,-0.13442999,0.554,-15.255,-0.25,-0.16033001,0.8702548,-0.059159998,-0.27294,SSKN
55.186,5.86,1,2.126,18.558,0,28976936960,0.30212,55.186,34.578075,4.68,0.25738,13.4781275,0.064780004,0.12100001,ANSS
90.442,6.996,1,1.313,70.941,0.65440005,73454804992,0.13504,90.442,18.961143,2.13,0.08597,3.9053009,0.02908,0.065560006,BDX
2.877,0.22,1,0.844,484.595,0,191336944,0.03865,2.877,8.44186,0,-0.00441,0.059067372,0.04516,-0.098009996,QUAD
46.495,0.591,1,0.884,140.344,0.6289,4170916096,0.17227,46.495,16.16796,3.07,0.09623,1.5742841,0.03069,0.086689994,BKH
23.861,8.645,1,1.005,117.645,0,424771328,-0.32182,23.861,70.16667,0.29,-0.41196,0.4341046,-0.06869,-0.29022,EBS
6.104,16.418,1,2.762,94.329,0.221,9411273728,0.14862001,6.104,4.0913315,0.26,0.104370005,0.68595284,0.0047299997,0.2125,EQH
7.369,7.329,1,2.243,6.403,0,864566592,-0.05006,7.369,23.771084,1.82,-0.024300002,2.9940767,-0.014450001,-0.01964,RDWR
9.434,4.319,1,1.275,25.615,0.7614,40950214656,0.40103,9.434,24.747274,3.19,0.30544,8.32017,0.11812,0.44961,PAYX
41.44,12.292,1,1.257,71.15,0,823031360,0.101619996,41.44,15.935899,4.1,0.0146,0.43771374,0.01867,0.0117,ARCE
15.365,0.155,1,1.221,120.331,0.6529,2760848128,0.25805,15.365,19.98347,2.19,0.27041,3.8784564,0.02763,0.11299,OFC
7.525,3.81,1,0.96,469.526,1.3435,244601176064,0.36979,7.525,13.699605,-3.62,0.13368,4.310837,0.09443,0.51275,ABBV
30.017,13.383,1,0,0,0.24270001,277517344,0.45584,30.017,8.823849,0,0.34262002,2.4906647,0.0148,0.14917,ACNB
35.161,0.526,1,0.827,35.141,0.38189998,60045611008,0.32682,35.161,8.297133,-17.49,0.23937,1.4917794,0.10727999,0.25002,CNQ
9.25,0.126,1,4.477,30.324,1.0933,4045393408,0.79512,9.25,13.294118,0.33,0.21359,5.1117697,0.13064,0.2713,VNOM
27.314,1.317,1,0.424,107.41,0,10067696640,0.2079,27.314,9.599379,0.26,0.13246,1.1235014,0.03766,0.117939994,LSXMK
30.302,0.861,1,1.108,42.159,0.32950002,39472852992,0.26695,30.302,6.345263,-2.11,0.14373,0.69356483,0.111829996,0.20915002,SU
27.883,4.075,1,3.784,47.286,0.7325,4147635456,0.20014,27.883,32.037037,11.18,0.15821,3.522731,0.04725,0.09455,PCH
26.844,2.37,1,0,0,0.3474,312632320,0.48389,26.844,9.594059,1.01,0.33067,2.269036,0.01076,0.107130006,BMRC
2.145,0.49,1,2.711,80.583,0.44439998,283038784,0.09952,2.145,11.7,1.13,0.06258,0.96868056,0.076009996,0.18177,III
47.311,5.283,1,1.299,58.825,0,4790117888,0.04157,47.311,13.187728,1.95,0.02711,0.4740678,0.05351,0.17602,NSIT
34.432,13.727,1,4.344,1.579,0.088,4633164288,0.22712,34.432,12.042963,0.95,0.17071,1.1748432,0.25298,0.39997002,MLI
2.131,1.553,1,0.825,1009.408,0.7979,46450614272,0.13593,2.131,19.529076,2.41,0.09751,2.2910292,0.09349,2.33353,KMB
16.787,0.36,1,2.554,34.379,0.1993,1027505856,0.09111,16.787,18.25373,0,0.06421,1.0988216,0.09198,0.184,HWKN
8.348,0.07,1,1.233,151.261,0.7385,492182304,0.32097998,8.348,21.347824,0,0.22723,3.490704,0.025840001,0.07897,WSR
15.342,7.406,1,3.078,32.593,0.13069999,3880366080,0.17781,15.342,11.067729,-0.89,0.12434,1.1040535,0.10221,0.22138001,VSH
0.42,0.957,1,0.79,357.154,0,40965664,-0.56067,0.42,-4.035714,0,-0.61333,0.65454996,-0.20236,-1.5690199,DERM
13.16,5.232,1,0.993,92.897,0.023,453684640,0.52245,13.16,4.9310346,-0.35,0.31296,1.1794924,0.06165,0.12489,GLOP
3.392,0.527,1,0.773,75.241,0,22375270,-0.03185,3.392,4.9508195,0,-0.03822,0.526019,-0.01323,-0.07367,CREX
8.019,2.132,1,0.507,798.833,0,1723278208,0.14797,8.019,8.59743,1.93,0.06644,0.81647694,0.06361,0.39411998,PLAY
34.919,0.987,1,2.139,98.074,0,528803552,0.058569998,34.919,5.4459934,0.88,0.02513,0.24975373,0.045939997,0.09483,CLW
35.532,0.411,1,0.904,64.415,1.1384,10500122624,0.40331,35.532,28.175114,-42.59,0.2996,8.172866,0.02992,0.063140005,REG
24.904,16.074,1,0,0,0.044,1299892992,0.27284,24.904,7.6062994,0,0.2197,2.2237537,0.01915,0.18339,CASH
11.548,2.204,1,0.06,839.465,0,401915456,1.2514,11.548,15.560606,0,0,-4.7361064,-0.02247,-0.20347999,ORC
31.631,41.276,1,0,0,0.3547,2045001728,0.12835,31.631,18.72024,1.28,0.09345,1.6377176,0.00695,0.053740002,HTH
6.954,2.024,1,1.182,228.794,0,1991333888,0.03943,6.954,5.621795,0.83,0.0074299998,0.19865662,0.03212,0.04779,CWK
8.725,2.376,1,1.509,603.497,0,5617576448,0.19166,8.725,7.955357,-0.37,0.205,0.62963194,0.04783,0.66800004,HTZ
18.802,46.692,1,0,0,0.3793,1394708096,0.42509,18.802,5.759259,0.99,0.40752,2.451217,0.01599,0.26072,NTB
28.981,23.044,1,0,0,0.2713,4567617024,0.47364,28.981,6.8402624,-4.76,0.35586,2.0600612,0.01334,0.16447,SNV
9.082,1.062,1,2.062,47.746,0.9256,7633297408,0.14152999,9.082,19.827585,3.85,0.09443,4.4677205,0.06784,0.13435,NATI
1.934,17.985,1,3.42,959.189,0,3234892800,-0.092089996,1.934,38.47482,1.29,-0.05795,5.9718966,-0.0164,-0.22905001,BL
0.539,0.89,1,2.4,11.698,0,4720087040,-1.99409,0.539,-102.44444,0,-1.9888201,39.147133,-0.39029,-1.11954,IMGN
21.716,6.428,1,2.64,11.446,0,3163856384,0.25566,21.716,14.261773,0.18,0.20294,3.4491043,0.16354999,0.27263,LOPE
1.633,0.093,1,1.404,10.066,0,44974568,-0.17834,1.633,61.000004,-0.19,-0.15651,0.26669297,-0.17549999,-0.40066,SUNW
30.2205,3.522,1,1.566,20.45,0.0529,23564025856,0.11068,30.2205,5.2364993,-0.19,0.08199,0.30799022,0.05491,0.11453,MT
1.012,0.486,1,1.525,59.67,0,29182608,0.0355,1.012,5.04,0,-0.0020299999,0.10943998,0.06113,0.059949998,SGRP
0.466,0.572,1,1.01,250.315,0,7604858,-2.2340899,0.466,-0.25166667,0,0,0.38267288,-0.33206,-1.07045,INPX
0.379,0.743,1,9.668,10.038,0,79226680,-4.76005,0.379,-1.9069767,0,0,7.616485,-0.26305,-0.92609,CRIS
29.824,7.165,1,1.589,22.148,0.3682,11735814144,0.14736,29.824,14.878049,1.62,0.11332,2.4780965,0.06698,0.14863,DOX
1.134,0.162,1,2.967,0.052,0,82688288,0.09653,1.134,11.875,0,0.10502,2.6581037,0.01792,0.03401,PED
14.071,1.095,1,2.423,42.948,0.6294,22555416576,0.097550005,14.071,21.83598,6.78,0.07612,1.8387787,0.05658,0.124189995,HRL
99.792,17.361,1,0.326,31.633,0.3166,40825184256,0.09137,99.792,10.348361,1.11,0.07409,1.0806316,0.01821,0.115229994,TRV
4.972,4.633,1,2.591,454.071,0.2707,16659794944,0.16711001,4.972,23.052418,0.69,0.11273,3.464439,0.10933,0.97931,LW
4.892,0.463,1,2.099,79.922,0,837071232,0.0482,4.892,5.4917126,0.44,0.026519999,0.23875393,0.05549,0.12731,MRC
18.156,1.33,1,0.726,106.508,0.6073,24832516096,0.14496,18.156,32.058823,4.73,0.1042,3.8839645,0.044310004,0.14022,MKC
14.11,10.141,1,0,0,0.3704,6319290368,0.40529,14.11,8.392858,3.19,0.30129,1.9915823,0.0114400005,0.11017,FHN
0.177,0.059,1,1.276,139.131,0,17494532,-0.43398,0.177,1.8333334,0,-0.46120998,0.38018367,-0.38064998,-1.3434399,ENG
22.828,3.986,1,2.856,47.36,0,2675500544,0.044239998,22.828,16.64214,-4.06,-0.07834,2.56017,0.012259999,-0.065,LIVN
16.333,3.54,1,5.257,3.968,0.1071,102914704,0.057210002,16.333,12.068966,0.65,0.01806,0.9006433,0.028399998,0.01685,LAKE
20.469,2.999,1,0,0,0.2956,866494720,0.46804002,20.469,11.269231,1.22,0.36216998,3.3539956,0.01474,0.14918,GABC
8.453,5.579,1,1.463,255.266,0.4891,1101184128,0.08207,8.453,6.8795986,1.68,0.04874,0.41340786,0.05825,0.29760998,GES
10.104,1.417,1,1.04,61.615,0,3222304768,0.00795,10.104,28.039217,1.81,-0.02279,2.1733472,0.00375,-0.03847,EVH
2.272,0.082,1,1.093,102.502,0,74257872,-0.017690001,2.272,4.4810123,0.69,-0.03568,0.4040409,-0.01455,-0.13204001,BWEN
4.725,0.573,1,4.967,209.521,0,532812768,0.29707,4.725,-72.55556,-15.52,0.0554,3.5519905,0.02379,0.02221,GOOD
75.242,37.319,1,0,0,0.16229999,4290227200,0.41067,75.242,7.482391,0.72,0.28672,2.186913,0.01091,0.118319996,WTFC
49.103,17.608,1,1.261,77.679,0,192023920640,0.16846001,49.103,30.143753,1.88,0.13161,6.017807,0.07086,0.21333,NFLX
0.31,0.236,1,1.682,197.34,0,2566755,-0.54187,0.31,-4.1000004,-0.02,-0.60921,0.05263735,-0.35828,-2.066,BIOL
3.753,0,1,0.019,0,0,5204260,1.17829,3.753,0.84831464,0,0,-0.44278574,-0.13154,-1.08654,SVVC
3.96,0.573,1,1.917,399.797,0,1331530880,0.09312,3.96,5.8952384,0.22,0.041869998,0.35043108,0.08163,0.45605,SBH
85.152,0.254,1,0.615,44.26,0.4685,23314042880,0.67370003,85.152,6.234383,-9.55,0.50081,2.7033908,0.14262,0.30058,FANG
22.888,35.551,1,4.703,97.219,0.2306,2450074624,0.43362,22.888,24.367022,1.19,0.3238,4.384144,0.09057,0.25667998,IDCC
17.198,3.247,1,1.841,19.398,0,2213118720,0.06879,17.198,6.724884,2.74,0.0015700001,3.0108042,0.02654,0.00114,TDW
6.046,1.109,1,1.78,128.257,0,6103815680,0.07603,6.046,40.885246,3.14,0.04241,3.2856436,0.04066,0.11439,AQUA
18.701,7.723,1,1.091,108.154,0.2178,12047043584,0.05485,18.701,19.78767,1.66,0.027479999,0.8897154,0.04111,0.17087,ACM
23.53,9.297,1,0,0,0.3648,611479552,0.408,23.53,8.72,1.24,0.32178003,2.3828397,0.01122,0.10024,HFWA
25.796,4.315,1,1.681,41.317,0,3279980288,0.022869999,25.796,29.716047,2.03,-0.01238,1.8073001,0.01066,-0.01888,ITRI
38.658,5.859,1,1.37,182.561,0.78559995,8632199168,0.32821998,38.658,26.08531,3.29,0.25057,2.7596483,0.02725,0.11613,BXP
45.001,10.796,1,1.7,80.374,0.033,2550791168,0.59879,45.001,4.3205247,-0.1,0.51596,1.438478,0.14096,0.42506,STNG
2.334,0.62,1,1.557,94.975,0.352,583482368,0.19869,2.334,12.850299,0.91,0.13522,2.0515463,0.18294,0.35983002,HCKT
1.96,1.135,1,8.743,0.064,0,127128848,0.22106001,1.96,19.18421,1.12,0.17575,4.531285,0.113809995,0.16024,ISSC
4.312,4.048,1,0.896,227.966,0,2129313408,-0.052010003,4.312,344.4167,-3.53,-0.13590999,3.5726736,-0.012180001,-0.30798,BATRA
12.09,13.964,1,0,0,0,144356928,-1.4317,12.09,12.952381,0,-1.20743,7.0028586,-0.014249999,-0.11112001,PVBC
14.464,1.305,1,1.689,12.23,0,347337600,0.08552,14.464,6.15625,0,0.06735,0.6330006,0.01884,0.07554,GLRE
33.342,13.268,1,0,0,0.2899,1724744960,0.41158,33.342,7.9931035,0.82,0.29267,1.86469,0.00736,0.101339996,BKU
13.202,9.407,1,2.726,1.703,0,1612203648,0.17171,13.202,13.089495,0,0.16292,2.442396,0.09158,0.19587,PERI
5.939,5.21,1,0.751,153.931,0,38248440,-0.18462999,5.939,-0.7936508,0.02,-0.19413,0.084285535,-0.28182,-2.0193,APRN
26.789,5.205,1,5.375,22.794,0,12905414656,0.020499999,26.789,132.30196,9.57,0.00733,14.588389,0.00841,0.00653,PEN
24.734,1.997,1,6.046,8.852,0.5435,7688075776,0.20164,24.734,8.605128,0.85,0.14869,1.31697,0.02389,0.050819997,IVZ
7.351,0.366,1,2.4,37.367,0,1750713216,0.0073900004,7.351,27.44,19.26,-0.029979998,1.8746259,0.0027599998,-0.02559,KTOS
29.29,29.066,1,0,0,0.2015,1370215552,0.35535,29.29,11.531497,0,0.25109,2.7370536,0.00975,0.09144,FBK
26.317,1.234,1,1.555,48.928,0.1383,2713712128,0.13387,26.317,15.960305,1.38,0.09665,1.4035175,0.13518,0.28807,FWRD
6.912,0.259,1,0.572,348.295,1.7391,2601845248,0.15057999,6.912,17.141304,1.95,0.06637,1.4499806,0.02842,0.09242,OUT
7.354,1.087,1,0.873,476.484,0,339997632,-0.1311,7.354,16.180412,0,-0.13615,1.0609244,-0.042179998,-0.4483,TCX
20.124,8.216,1,1.754,78.594,0.2336,16469671936,0.1868,20.124,10.713375,1,0.078449994,1.1043096,0.07841,0.10912,FOXA
30.61,3.132,1,3.426,99.512,0,3099380480,0.06498,30.61,14.598067,0.83,0.04379,0.7792016,0.0727,0.21041,DY
885.642,334.193,1,1.228,43.968,0,6797281792,0.052470002,885.642,63.13333,0,0.10047,0.011740422,0.03234,0.22382,YNDX
-2.022,30.685,1,1.077,1064.142,0,20731570176,0.048449997,-2.022,64.41428,1.76,0.01905,1.1513807,0.03126,0.81978995,LYV
27.321,8.604,1,1.38,279.323,0,3828216832,0.16158001,27.321,12.67347,0.68,0.10519,0.5879795,0.03745,0.16843,PENN
3.349,0.382,1,1.104,18.237,0,80937144,-0.00139,3.349,-73.0,0,-0.01609,0.7679192,-0.00105,0.0040700003,SLNG
55.909,2.425,1,0.751,121.961,0.39029998,51023228928,0.35172,55.909,15.565278,3.07,0.23399,3.9363701,0.072569996,0.23163,NSC
21.168,4.917,1,3.144,185.311,0,15942948864,0.15028,21.168,29.668526,8.89,-0.00139,4.484929,0.050019998,-0.00198,ENTG
11.935,0.497,1,4.061,272.989,0,1003009344,0.10123,11.935,11.871796,-1.18,-0.01475,0.46816936,0.03571,-0.0356,BGS
48.59,1.694,1,1.076,72.782,0,70515326976,0.21707001,48.59,13.615018,1.13,0.13358,3.8859982,0.032390002,0.07848,FISV
15.625,4.379,1,3.116,1.405,0.36009997,4382562816,0.15761,15.625,50.506756,3.72,0.12081,7.39964,0.09894,0.16488001,BMI
22.387,24.268,1,3.204,155.689,0,3970860032,0.060939997,22.387,18.1761,0.62,-0.020179998,2.183831,0.01632,-0.021270001,LITE
15.153,2.126,1,1.209,84.457,0,3172613120,0.14152001,15.153,9.539683,2.85,0.07881,1.0639569,0.041690003,0.09401,NOMD
3.522,0.497,1,1.479,102.987,0,113743304,0.01998,3.522,72.00001,-2.74,-0.020539999,0.39683062,0.01989,-0.083409995,QRHC
5.197,2.167,1,1.571,35.383,0.71949995,690249024,0.105299994,5.197,11.915256,1.46,0.07162,1.2098447,0.070700005,0.16414,MGIC
124.842,13.883,1,4.831,18.589,0.1294,15055174656,0.13959,124.842,12.084474,-2.63,0.103,0.912186,0.14174,0.24530001,RS
20.609,15.386,1,2.419,16.526,0.1749,18156273664,0.10944,20.609,22.634287,-1.19,0.08249,1.2104526,0.15442,0.35347998,EXPD
2.165,3.818,1,2.99,128.381,0,1249251072,-0.14739001,2.165,17.01818,0.33,-0.075219996,1.9585681,-0.05822,-0.17826,UPWK
16.938,2.39,1,0,0,0.1333,498054016,0.46525002,16.938,5.610345,0,0.33737,1.8954135,0.01145,0.16951,AMAL
6.506,15.553,1,1.227,301.889,0.2472,4004101376,0.51757,6.506,5.942446,0.22,0.38108003,3.3264227,0.01568,0.23698,SLM
4.368,0.528,1,1.735,50.559,0.65139997,7671632384,0.32196,4.368,8.5,1.84,0.18846,0.8001286,0.16274999,0.33099,ICL
0.807,0.473,1,1.099,12.005,0,65103152,-0.23601,0.807,-14.631579,0,-0.28682,2.115181,-0.17245,-0.71950996,AEYE
21.069,6.435,1,1.494,39.225,0,797448896,0.01175,21.069,16.400002,1.83,-0.00275,0.72740626,0.0013600001,-0.0024899999,PRA
39.919,6.467,1,0,0,0.58669996,715999296,0.49589002,39.919,8.796226,1.16,0.35564,2.132302,0.0107,0.09472,EGBN
21.739,0.488,1,1.685,111.06,1.1419001,740705856,0.0070599997,21.739,8.29572,1.05,0.00271,0.07568389,0.01893,0.03417,SPTN
11.081,15.232,1,8.483,10.362,0,1060709120,0.11018,11.081,13.901409,-4.15,0.20650999,0.83444124,0.01222,0.25264,LC
26.53,4.976,1,2.268,64.963,0.2395,1501917568,0.09483,26.53,15.633911,1.19,0.07044,1.3175871,0.06282,0.17259,TNC
46.854,7.337,1,17.525,37.63,0.18120001,8946932736,0.16444,46.854,5.7908163,0.73,0.118879996,0.7426998,0.01921,0.14413999,UNM
30.079,6.3,1,0,0,0.28059998,468914400,0.46421,30.079,6.6949687,0.96,0.32484,1.522479,0.013099999,0.14085001,MSBI
4.451,0.517,1,0.46,180.118,0.48740003,690536000,0.103999995,4.451,16.280302,1.16,0.07656,1.3367378,0.06607,0.28031,RUTH
20.124,8.216,1,1.754,78.594,0.2336,16474562560,0.1868,20.124,13.404256,2.72,0.078449994,1.1046374,0.07841,0.10912,FOX
102.107,57.43,1,2.102,32.924,0.0163,5486732800,0.15114,102.107,10.144773,-0.56,0.12085,0.78749317,0.17768998,0.52702,DDS
8.216,4.056,1,2.5,13.113,0,345747200,-0.95792997,8.216,-3.4880383,0,-0.86453,2.8902104,-0.11805,-0.22933,MUX
27.469,3.975,1,1.081,126.019,0.4049,36277522432,0.17882,27.469,24.236378,1.77,0.15819,4.343885,0.08415,0.40984002,ROK
43.703,7.504,1,2.504,47.312,0.0946,1968430336,0.10446,43.703,8.355382,0.58,0.070199996,0.4417354,0.122370005,0.24572,WGO
41.051,2.217,1,3.498,87.734,0.2224,4265948416,0.109919995,41.051,14.023916,1.54,0.09636,1.5064217,0.05111,0.15012999,FCFS
53.028,240.775,1,0,0,0.64739996,40518045696,0.39011002,53.028,8.425573,16.13,0.23319,1.9133947,0.00543,0.09997,CM
6.019,0.448,1,1.962,84.145,1.5938001,203914208,0.02182,6.019,5.4054055,0,0.01234,0.2283167,0.022330001,0.05296,TG
16.69,3.455,1,1.195,115.354,0,2168774400,0.06582,16.69,16.152344,1.12,0.01657,1.7793013,0.02317,0.02396,NUVA
10.971,0.703,1,1.449,44.256,0.048800003,1286721152,0.07792,10.971,14.675676,1.52,0.112770006,1.1211917,0.043670002,0.16086,HTLD
13.724,0.189,1,0.565,99.035,0.98230004,38306263040,0.22416,13.724,14.2,-2.39,0.13621001,2.0381093,0.03814,0.08286,KMI
7.519,12.284,1,3.039,162.971,0,1103274112,-0.14485,7.519,15.542553,0.17,-0.17358999,3.2579846,-0.03226,-0.21469,FVRR
14.578,0.012,1,0.855,72.164,0.5804,625436864,0.3803,14.578,27.515722,5.8,0.31645,10.215884,0.0293,0.106800005,YORW
